id,slug,naziv,tip,titular,religija,konfesija,adresa,mjesto,naselje,opcina,zupanija,lat,lng,zupa,zupa_oib,biskupija,zupna_crkva,oznaka_zastite,status_zastite,godina,arhitekt,stil,telefon,email,web,osm_type,osm_id,wikidata_id,wikipedia_url,commons_image,izvori
92,ranjenog-isusa-zagreb-n965934043,Kapela Ranjenog Isusa,kapela,,christian,roman_catholic,Ilica 1A,,Zagreb,Grad Zagreb,Grad Zagreb,45.8129487,15.9757317,,,,0,,,1804,,,,,,node,965934043,Q47835658,https://hr.wikipedia.org/wiki/Kapela_Ranjenog_Isusa_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/Rimokatolicka%20crkva%20Ranjeni%20Isus%2001052012%202%20roberta%20f.jpg,"[""osm"", ""wikidata""]"
4730,svetog-duha-u-zagrebu-w727769343,Kapela Svetog Duha u Zagrebu,kapela,Duh Sveti,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8164797,15.941027,,,,0,,,1832,,,,,,way,727769343,Q132778493,https://hr.wikipedia.org/wiki/Kapela_Svetog_Duha_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/Kapela%20Svetog%20Duha%20u%20Zagrebu%20%28Sveti%20Duh%29%2005.jpg,"[""osm"", ""wikidata""]"
6298,uskrsnuca-kristova-zagreb-w1328507253,Kapela Uskrsnuća Kristova,kapela,,christian,russian_orthodox,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8326433,15.9860065,,,,0,,,,,,,,,way,1328507253,,,,"[""osm""]"
4378,svete-petke-zagreb-w554252218,Kapela svete Petke,kapela,sv. Petke,christian,serbian_orthodox,Sveti Duh 122,,Zagreb,Grad Zagreb,Grad Zagreb,45.8264238,15.9379893,,,,0,,,,,,,,,way,554252218,,,,"[""osm""]"
1222,kapelica-majke-bozje-lurdske-zagreb-n12846524623,Kapelica Majke Božje Lurdske,poklonac,Majka Božja,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8251224,15.8700175,,,,0,,,1910,,,,,,node,12846524623,Q132778675,https://hr.wikipedia.org/wiki/Kapelica_Majke_Božje_Lurdske_u_Gajnicama,https://commons.wikimedia.org/wiki/Special:FilePath/Kapelica%20Majke%20Bo%C5%BEje%20Lurdske%20%28Gajnice%29%2001.jpg,"[""osm"", ""wikidata""]"
6153,kapelica-cugovec-zagreb-w1257427278,Kapelica Čugovec,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8580066,16.0529326,,,,0,,,,,,,,,way,1257427278,,,,"[""osm""]"
575,kip-gospe-fatimske-zagreb-n6516537950,Kip Gospe Fatimske,poklonac,Majka Božja,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8470521,15.9900059,,,,0,,,,,,,,,node,6516537950,,,,"[""osm""]"
6806,klovicevi-dvori-zagreb-r1395408,Klovićevi dvori,samostan,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8149576,15.9748261,,,,0,,,,,,,,,relation,1395408,,,,"[""osm""]"
6807,kompleks-samostana-klarisa-zagreb-r1396624,Kompleks samostana klarisa,samostan,,christian,,Opatička ulica 20,,Zagreb,Grad Zagreb,Grad Zagreb,45.8185589,15.9750289,,,,0,Z-194,zaštićeno kulturno dobro,1650,,,,,,relation,1396624,Q115520548,https://hr.wikipedia.org/wiki/Samostan_Klarisa_na_Gornjem_gradu_u_Zagrebu,,"[""osm"", ""wikidata"", ""kulturna-dobra""]"
1077,kristova-pentekostna-crkva-zagreb-n12069019255,Kristova pentekostna crkva,crkva,,christian,pentecostal,Ilica 200,,Zagreb,Grad Zagreb,Grad Zagreb,45.8125604,15.9512048,,,,0,,,,,,,,https://pentekost.hr/kpc-zagreb/,node,12069019255,Q138736955,,,"[""osm"", ""wikidata""]"
2641,krscanska-adventisticka-crkva-zagreb-w212400397,Kršćanska Adventistička crkva,crkva,,christian,adventist,Ulica Dragutina Rakovca 26,,Zagreb,Grad Zagreb,Grad Zagreb,45.8138969,16.0021474,,,,0,,,1962,,,,,,way,212400397,Q134721318,https://hr.wikipedia.org/wiki/Kr%C5%A1%C4%87anska_adventisti%C4%8Dka_crkva_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/Adventisti%C4%8Dka%20crkva%20u%20Zagrebu%20u%20Rakov%C4%8Devoj%2003.jpg,"[""osm"", ""wikidata""]"
726,majka-bozja-od-puta-zagreb-n8546989369,Majka Božja od Puta,poklonac,Majka Božja,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8773658,15.9758046,,,,0,,,1993,,,,,,node,8546989369,Q134469122,https://hr.wikipedia.org/wiki/Kapela_Blažene_Djevice_Marije_od_Puta_na_Bliznecu,https://commons.wikimedia.org/wiki/Special:FilePath/Kapela%20Bla%C5%BEene%20Djevice%20Marije%20od%20Puta%20na%20Bliznecu%2001.jpg,"[""osm"", ""wikidata""]"
1154,mala-spilja-planina-donja-n12533956752,Mala spilja,poklonac,,christian,roman_catholic,,,Planina Donja,Grad Zagreb,Grad Zagreb,45.929961,16.0671505,,,,0,,,,,,,,,node,12533956752,,,,"[""osm""]"
5458,manastir-svete-petke-zagreb-w1002264445,Manastir svete Petke,samostan,sv. Petke,christian,serbian_orthodox,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8260198,15.9385876,,,,0,,,1936,,,,,https://mitropolija-zagrebacka.org/manastir-svete-petke-u-zagrebu/,way,1002264445,Q4301527,https://hr.wikipedia.org/wiki/Samostan_i_kapela_svete_Petke_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/Samostan%20i%20kapela%20Svete%20Petke%20u%20Zagrebu%2002.jpg,"[""osm"", ""wikidata""]"
1106,milka-zagreb-n12291307340,Milka,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8351927,15.9865894,,,,0,,,,,,,,,node,12291307340,,,,"[""osm""]"
4590,milosrdne-sestre-svetoga-kriza-sestre-vrhovec-zagreb-w676233172,"Milosrdne sestre svetoga Križa, sestre Vrhovec",samostan,Sveti Križ,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8188137,15.9470922,,,,0,,,,,,,,https://www.sestre-sv-kriza.hr/,way,676233172,,,,"[""osm""]"
291,poklonac-zagreb-n2544046699,Poklonac,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.7621636,15.9898066,,,,0,,,,,,,,,node,2544046699,,,,"[""osm""]"
328,poklonac-buzin-n3012487593,Poklonac,poklonac,,christian,,,,Buzin,Grad Zagreb,Grad Zagreb,45.7517671,15.997179,,,,0,,,,,,,,,node,3012487593,,,,"[""osm""]"
385,poklonac-zagreb-n3531949473,Poklonac,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.759345,15.9994647,,,,0,,,1937,,,,,,node,3531949473,Q133733057,https://hr.wikipedia.org/wiki/Kapelica_sv._Petra_i_Pavla_na_Hreli%C4%87u,https://commons.wikimedia.org/wiki/Special:FilePath/Kapelica%20sv.%20Petra%20i%20Pavla%20%28Hreli%C4%87%29%2003.jpg,"[""osm"", ""wikidata""]"
415,poklonac-zagreb-n3993621591,Poklonac,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8646961,15.9726902,,,,0,,,,,,,,,node,3993621591,,,,"[""osm""]"
439,poklonac-donji-dragonozec-n4478450898,Poklonac,poklonac,,christian,,,,Donji Dragonožec,Grad Zagreb,Grad Zagreb,45.6640194,15.9450529,,,,0,,,,,,,,,node,4478450898,,,,"[""osm""]"
509,poklonac-odranski-obrez-n5762058976,Poklonac,poklonac,,christian,roman_catholic,,,Odranski Obrež,Grad Zagreb,Grad Zagreb,45.7158557,15.9417925,,,,0,,,,,,,,,node,5762058976,,,,"[""osm""]"
580,poklonac-zagreb-n6581572776,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8587118,15.9729361,,,,0,,,,,,,,,node,6581572776,,,,"[""osm""]"
581,poklonac-zagreb-n6582413614,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8585575,15.9700292,,,,0,,,,,,,,,node,6582413614,,,,"[""osm""]"
613,poklonac-zagreb-n6895189430,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8166384,15.9781464,,,,0,,,,,,,,,node,6895189430,Q140356758,,https://commons.wikimedia.org/wiki/Special:FilePath/Franjevci%20Kaptola17.JPG,"[""osm"", ""wikidata""]"
622,poklonac-zagreb-n7063291640,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8895207,15.9340595,,,,0,,,,,,,,,node,7063291640,,,,"[""osm""]"
633,poklonac-adamovec-n7153890616,Poklonac,poklonac,,christian,,,,Adamovec,Grad Zagreb,Grad Zagreb,45.9045112,16.1632527,,,,0,,,,,,,,,node,7153890616,,,,"[""osm""]"
637,poklonac-kupinecki-kraljevec-n7242505775,Poklonac,poklonac,,christian,roman_catholic,,,Kupinečki Kraljevec,Grad Zagreb,Grad Zagreb,45.6906264,15.8301058,,,,0,Z-2647,zaštićeno kulturno dobro,1907. god.,,,,,,node,7242505775,,,,"[""osm"", ""kulturna-dobra""]"
735,poklonac-mala-mlaka-n8753570351,Poklonac,poklonac,,christian,catholic,,,Mala Mlaka,Grad Zagreb,Grad Zagreb,45.73369,15.9764655,,,,0,,,,,,,,,node,8753570351,,,,"[""osm""]"
736,poklonac-odra-n8753570414,Poklonac,poklonac,,christian,catholic,,,Odra,Grad Zagreb,Grad Zagreb,45.730303,15.9888298,,,,0,,,,,,,,,node,8753570414,,,,"[""osm""]"
822,poklonac-durdekovec-n10003111326,Poklonac,poklonac,,christian,,,,Đurđekovec,Grad Zagreb,Grad Zagreb,45.8764925,16.1209149,,,,0,,,,,,,,,node,10003111326,,,,"[""osm""]"
868,poklonac-zagreb-n10537068671,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8764487,16.0143381,,,,0,,,,,,,,,node,10537068671,,,,"[""osm""]"
1038,poklonac-zagreb-n11860988112,Poklonac,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8226133,15.9066395,,,,0,,,,,,,,,node,11860988112,,,,"[""osm""]"
1116,poklonac-blagusa-n12386963117,Poklonac,poklonac,,christian,,,,Blaguša,Grad Zagreb,Grad Zagreb,45.9331815,16.1309422,,,,0,,,,,,,,,node,12386963117,,,,"[""osm""]"
1160,poklonac-gajec-n12539436374,Poklonac,poklonac,,christian,,,,Gajec,Grad Zagreb,Grad Zagreb,45.8772957,16.1412634,,,,0,,,2002,,,,,,node,12539436374,Q133764439,https://hr.wikipedia.org/wiki/Kapelica_bl._Alojzija_Stepinca_u_Gajcu,https://commons.wikimedia.org/wiki/Special:FilePath/Kapela%20bl.%20A.%20Stepinca%20Gajec%2006.jpg,"[""osm"", ""wikidata""]"
1321,poklonac-zagreb-n13304609356,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8264896,15.9073665,,,,0,,,,,,,,,node,13304609356,,,,"[""osm""]"
1322,poklonac-zagreb-n13304609357,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8264396,15.9076109,,,,0,,,,,,,,,node,13304609357,,,,"[""osm""]"
1323,poklonac-zagreb-n13304609358,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8263784,15.9079678,,,,0,,,,,,,,,node,13304609358,,,,"[""osm""]"
1324,poklonac-zagreb-n13304609359,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8263416,15.9082768,,,,0,,,,,,,,,node,13304609359,,,,"[""osm""]"
1325,poklonac-zagreb-n13304609360,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8262978,15.9084901,,,,0,,,,,,,,,node,13304609360,,,,"[""osm""]"
1326,poklonac-zagreb-n13304609361,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8264673,15.9085011,,,,0,,,,,,,,,node,13304609361,,,,"[""osm""]"
1327,poklonac-zagreb-n13304609362,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8264653,15.9083166,,,,0,,,,,,,,,node,13304609362,,,,"[""osm""]"
1328,poklonac-zagreb-n13304609363,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8259475,15.9084395,,,,0,,,,,,,,,node,13304609363,,,,"[""osm""]"
1329,poklonac-zagreb-n13304609364,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8260203,15.9086401,,,,0,,,,,,,,,node,13304609364,,,,"[""osm""]"
1330,poklonac-zagreb-n13304609365,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8259203,15.9081878,,,,0,,,,,,,,,node,13304609365,,,,"[""osm""]"
1331,poklonac-zagreb-n13304609369,Poklonac,poklonac,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8260043,15.9079053,,,,0,,,,,,,,,node,13304609369,,,,"[""osm""]"
1510,poklonac-zagreb-n13651057110,Poklonac,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.852196,15.932404,,,,0,,,,,,,,,node,13651057110,,,,"[""osm""]"
1522,poklonac-zagreb-n13686533091,Poklonac,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.7859592,15.9246913,,,,0,,,,,,,,,node,13686533091,,,,"[""osm""]"
5816,poklonac-dobrodol-w1155024064,Poklonac,poklonac,,christian,,,,Dobrodol,Grad Zagreb,Grad Zagreb,45.8660244,16.0970779,,,,0,,,,,,,,,way,1155024064,,,,"[""osm""]"
1153,prostor-za-molitvu-hodocasnicima-i-gostima-zagreba-n12529724229,Prostor za molitvu hodočasnicima i gostima Zagreba,poklonac,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8046099,15.9789773,,,,0,,,1994,,,,,,node,12529724229,Q132852122,https://hr.wikipedia.org/wiki/Kapela_Majke_Bo%C5%BEje_na_zagreba%C4%8Dkom_Glavnom_kolodvoru,https://commons.wikimedia.org/wiki/Special:FilePath/Kapela%20Majke%20Bo%C5%BEje%20kolodvor%202025%2003.jpg,"[""osm"", ""wikidata""]"
1092,rijec-zivota-zagreb-n12188620927,Riječ života,crkva,,christian,neo-pentecostal,Ulica Matka Laginje 11,,Zagreb,Grad Zagreb,Grad Zagreb,45.8134601,15.991752,,,,0,,,,,,,,https://rijeczivota.hr/kat/dogadanja/zagreb/,node,12188620927,,,,"[""osm""]"
1591,sakralni-objekt-zagreb-w34708256,Sakralni objekt,samostan,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.7978865,15.9857092,,,,0,,,1938,,,,,,way,34708256,Q141054400,,,"[""osm"", ""wikidata""]"
4086,sakralni-objekt-hrvatski-leskovac-w469784251,Sakralni objekt,samostan,,christian,,,,Hrvatski Leskovac,Grad Zagreb,Grad Zagreb,45.7402673,15.8845495,,,,0,,,,,,,,,way,469784251,,,,"[""osm""]"
4953,sakralni-objekt-zagreb-w813385328,Sakralni objekt,samostan,,christian,roman_catholic,Jordanovac 55,,Zagreb,Grad Zagreb,Grad Zagreb,45.8216543,16.0029712,,,,0,,,,,,,,,way,813385328,,,,"[""osm""]"
6084,sakralni-objekt-zagreb-w1242375443,Sakralni objekt,samostan,,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8112622,15.9696215,,,,0,,,,,,,,,way,1242375443,,,,"[""osm""]"
1698,samostan-zagreb-w76205395,Samostan,samostan,,christian,,Avenija Marina Držića 31/2,,Zagreb,Grad Zagreb,Grad Zagreb,45.8002775,15.9972015,DRUŽBA KĆERI MILOSRĐA T. S. R. SV. FRANJE - SAMOSTAN SV. OBITELJI,95821191875,Zagrebačka Nadbiskupija,1,Z-493,zaštićeno kulturno dobro,1805. god.,,,,,,way,76205395,,,,"[""osm"", ""kulturna-dobra""]"
5027,monfortanaca-zagreb-w841022640,Samostan Monfortanaca,samostan,,christian,roman_catholic,Ulica Mladena Fiolića 11,,Zagreb,Grad Zagreb,Grad Zagreb,45.760867,15.9221109,SAMOSTAN MONFORTANACA,24391755636,Zagrebačka Nadbiskupija,1,,,,,,,,https://monfortanci.com/,way,841022640,,,,"[""osm""]"
4802,blazene-hozane-kotorke-zagreb-w756312275,Samostan blažene Hozane Kotorke,samostan,sv. Hozane Kotorke,christian,roman_catholic,Kruge 44A,,Zagreb,Grad Zagreb,Grad Zagreb,45.7979016,15.9853163,,,,0,,,,,,,,https://zupakristakraljatrnje.hr/samostan/samostan-bl-hozane/,way,756312275,,,,"[""osm""]"
6829,hercegovackih-franjevaca-zagreb-r11525221,Samostan hercegovačkih franjevaca,samostan,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8276908,16.0362173,,,,0,,,1995,,,,,,relation,11525221,Q133733098,https://hr.wikipedia.org/wiki/Franjevački_samostan_i_crkva_Bezgrešnog_začeća_Blažene_Djevice_Marije_u_Dubravi,https://commons.wikimedia.org/wiki/Special:FilePath/Franjeva%C4%8Dki%20samostan%20i%20crkva%20Bezgre%C5%A1nog%20za%C4%8De%C4%87a%20Bla%C5%BEene%20Djevice%20Marije%20u%20Dubravi%2006.jpg,"[""osm"", ""wikidata""]"
6533,sluzbenica-milosrda-zagreb-w1384284513,Samostan službenica milosrđa,samostan,,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8115626,15.9266515,SAMOSTAN SLUŽBENICA MILOSRĐA,89436588493,Zagrebačka Nadbiskupija,1,,,,,,,,https://sm-provincijalat.hr,way,1384284513,,,,"[""osm""]"
4310,srca-isusova-zagreb-w532287012,Samostan srca Isusova,samostan,Presveto Srce Isusovo,christian,,,,Zagreb,Grad Zagreb,Grad Zagreb,45.819105,15.8405309,,,,0,Z-455,zaštićeno kulturno dobro,1902. god.,,,,,,way,532287012,,,,"[""osm"", ""kulturna-dobra""]"
6635,svete-klare-zagreb-w1450669197,Samostan svete Klare,samostan,sv. Klara,christian,roman_catholic,Kvaternikova ulica 167,,Zagreb,Grad Zagreb,Grad Zagreb,45.837051,15.9266618,,,,0,,,,,,,,https://www.zajednozaklarise.com,way,1450669197,,,,"[""osm""]"
597,svetog-vinka-zagreb-n6713054201,Samostan svetog Vinka,samostan,sv. Vinko,christian,roman_catholic,Frankopanska ulica 17,,Zagreb,Grad Zagreb,Grad Zagreb,45.8110804,15.9694916,,,,0,,,,,,,,,node,6713054201,,,,"[""osm""]"
4880,sestre-kceri-milosrda-trecega-samostanskog-reda-svetog-franje-zagreb-w781822203,Sestre Kćeri Milosrđa Trećega samostanskog reda svetog Franje,samostan,sv. Franjo,christian,,Šestinski vijenac 3,,Zagreb,Grad Zagreb,Grad Zagreb,45.8512923,15.9515521,,,,0,,,,,,,,https://marijapropetog.hr/,way,781822203,,,,"[""osm""]"
1317,zidovske-opcine-zagreb-n13304434100,Sinagoga Židovske općine Zagreb,sinagoga,,jewish,,Palmotićeva ulica 16,,Zagreb,Grad Zagreb,Grad Zagreb,45.8115621,15.9814998,,,,0,,,1806,,,,,,node,13304434100,Q134706691,https://hr.wikipedia.org/wiki/Sinagoga_Židovske_općine_Zagreb,https://commons.wikimedia.org/wiki/Special:FilePath/Sinagoga%20%C5%BDidovske%20op%C4%87ine%20Zagreb%2015.jpg,"[""osm"", ""wikidata""]"
5117,sveti-rok-zagreb-w867779367,Sveti Rok,kapela,sv. Rok,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8580367,15.9490228,,,,0,,,C18,,,,,,way,867779367,Q132778604,https://hr.wikipedia.org/wiki/Kapela_sv._Roka_u_Šestinama,https://commons.wikimedia.org/wiki/Special:FilePath/Kapela%20sv.%20Roka%20%28%C5%A0estine%29%2001.jpg,"[""osm"", ""wikidata""]"
4346,ckva-svete-ane-zagreb-w547704295,ckva svete Ane,crkva,sv. Ana,christian,roman_catholic,Topolnica,,Zagreb,Grad Zagreb,Grad Zagreb,45.7987819,15.9219088,,,,0,,,1967,,,+385 1 3816 062,zupasvetaana@gmail.com,https://zupa-svana.com/,way,547704295,Q132081174,https://hr.wikipedia.org/wiki/Župna_crkva_sv._Ane_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/Crkva%20%C5%BEupe%20svete%20Ane.jpg,"[""osm"", ""wikidata""]"
2714,bezgrjesnog-srca-marijina-zagreb-w223865135,crkva Bezgrješnog Srca Marijina,crkva,,christian,roman_catholic,Jordanovac 110,,Zagreb,Grad Zagreb,Grad Zagreb,45.8272702,15.9978344,,,,0,,,1995,,,,,,way,223865135,Q132087849,https://hr.wikipedia.org/wiki/Župna_crkva_Bezgrešnog_Srca_Marijina_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Bezgre%C5%A1nog%20Srca%20Marijina%20u%20Zagrebu%2001.jpg,"[""osm"", ""wikidata""]"
1589,blagovijesti-navjestenja-gospodinova-zagreb-w34293539,crkva Blagovijesti - navještenja Gospodinova,crkva,Navještenje Gospodnje,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.7940979,15.9166629,ŽUPA BLAGOVIJESTI - NAVJEŠTENJA GOSPODINOVA,92976920640,Zagrebačka Nadbiskupija,1,,,2005,,,,,,way,34293539,Q132079629,https://hr.wikipedia.org/wiki/Župna_crkva_Blagovijesti_–_Navještenja_Gospodinova_u_Vrbanima,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Blagovijesti%20-%20Navje%C5%A1tenja%20Gospodinova%20u%20Vrbanima%2001.jpg,"[""osm"", ""wikidata""]"
3817,blazene-djevice-marije-kraljice-mira-zagreb-w403099918,crkva Blažene Djevice Marije - Kraljice mira,crkva,sv. Djevice Marije,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8449729,16.0381661,,,,0,,,2004,,,,,,way,403099918,Q115676748,https://hr.wikipedia.org/wiki/Crkva_Blažene_Djevice_Marije_Kraljice_mira_(Granešinski_Novaki),https://commons.wikimedia.org/wiki/Special:FilePath/Church%20of%20Our%20Lady%20Queen%20of%20Peace%20in%20Zagreb%2020230812%20153118.jpg,"[""osm"", ""wikidata""]"
4309,blazene-djevice-marije-majke-crkve-zagreb-w532231867,crkva Blažene Djevice Marije Majke Crkve,crkva,sv. Djevice Marije Majke Crkve,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8344814,16.0710634,ŽUPA B. D. MARIJE MAJKE CRKVE,00620251168,Zagrebačka Nadbiskupija,1,,,2000,,,,,,way,532231867,Q132089289,https://hr.wikipedia.org/wiki/Župna_crkva_Marije_Majke_Crkve_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Marije%20Majke%20Crkve%20u%20Zagrebu%2001.jpg,"[""osm"", ""wikidata""]"
2962,blazene-djevice-marije-pomocnice-zagreb-w246443250,crkva Blažene Djevice Marije Pomoćnice,crkva,Majka Božja,christian,roman_catholic,Omiška ulica 10/1,,Zagreb,Grad Zagreb,Grad Zagreb,45.7930458,15.9524526,ŽUPA B. D. MARIJE POMOĆNICE,86156614897,Zagrebačka Nadbiskupija,1,,,1929,Zvonimir Požgaj,,,,,way,246443250,Q125578862,https://hr.wikipedia.org/wiki/Župna_crkva_Blažene_Djevice_Marije_Pomoćnice_na_Knežiji,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Bla%C5%BEene%20Djevice%20Marije%20Pomo%C4%87nice%20u%20Zagrebu%2009.jpg,"[""osm"", ""wikidata""]"
3496,blazene-djevice-marije-zalosne-zagreb-w331594769,crkva Blažene Djevice Marije Žalosne,crkva,Žalosna Gospa,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.8032846,15.8991184,ŽUPA B. D. MARIJE ŽALOSNE,89347058117,Zagrebačka Nadbiskupija,1,,,1986,,,,,,way,331594769,Q132082953,https://hr.wikipedia.org/wiki/Župna_crkva_Blažene_Djevice_Marije_Žalosne_u_Španskom,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Bla%C5%BEene%20Djevice%20Marije%20%C5%BDalosne%20u%20Zagrebu%2003.jpg,"[""osm"", ""wikidata""]"
2088,duha-svetoga-zagreb-w142542293,crkva Duha Svetoga,crkva,Duh Sveti,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.7912396,15.927427,,,,0,,,1982,,,,,,way,142542293,Q132078168,https://hr.wikipedia.org/wiki/Župna_crkva_Duha_Svetoga_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Duha%20Svetoga%20u%20Zagrebu%2002.jpg,"[""osm"", ""wikidata""]"
2053,isusa-krista-svetaca-posljednjih-dana-zagreb-w135883264,crkva Isusa Krista svetaca posljednjih dana,crkva,,christian,mormon,,,Zagreb,Grad Zagreb,Grad Zagreb,45.7904131,15.9176005,,,,0,,,2009,,,,,,way,135883264,Q133766040,https://hr.wikipedia.org/wiki/Kapela_Crkve_Isusa_Krista_svetaca_posljednjih_dana_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/Crkva%20Isusa%20Krista%20svetaca%20posljednjih%20dana%2002.jpg,"[""osm"", ""wikidata""]"
3852,isusova-uskrsnuca-sesvete-w416430719,crkva Isusova uskrsnuća,crkva,,christian,roman_catholic,Dugoselska cesta 4,,Sesvete,Grad Zagreb,Grad Zagreb,45.8175054,16.1703802,ŽUPA USKRSNUĆA ISUSOVA,,Zagrebačka Nadbiskupija,1,,,1990,,,,,https://zupasesvetskikraljevec.com/,way,416430719,Q132083505,https://hr.wikipedia.org/wiki/Župna_crkva_Isusova_Uskrsnuća_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Isusova%20Uskrsnu%C4%87a%20u%20Zagrebu%2003.jpg,"[""osm"", ""wikidata""]"
2203,kraljice-svete-krunice-zagreb-w165620673,crkva Kraljice svete Krunice,crkva,sv. Krunice,christian,roman_catholic,,,Zagreb,Grad Zagreb,Grad Zagreb,45.815257,16.0221227,ŽUPA KRALJICE SVETE KRUNICE,42328151299,Zagrebačka Nadbiskupija,1,,,1971,,,,,,way,165620673,Q132083447,https://hr.wikipedia.org/wiki/Župna_crkva_Kraljice_Svete_Krunice_u_Zagrebu,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Kraljice%20Svete%20Krunice%20u%20Zagrebu%2005.jpg,"[""osm"", ""wikidata""]"
1590,krista-kralja-zagreb-w34708255,crkva Krista Kralja,crkva,Krist Kralj,christian,roman_catholic,Trg kardinala Franje Šepera 1,,Zagreb,Grad Zagreb,Grad Zagreb,45.7972448,15.9852833,,,,0,,,,,,,,,way,34708255,Q132201295,https://hr.wikipedia.org/wiki/Župna_crkva_Krista_Kralja_u_Trnju,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDupna%20crkva%20Krista%20Kralja%2002.jpg,"[""osm"", ""wikidata""]"
